Filename,Class,Width,Height,Format
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OGJOF80S8MRN.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OIJQK8LP5EXY.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OK3ZNL9SVXXG.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OLD5IKPML07D.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OM8RB9K13YHX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\ONZNA2DFHPAJ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OP0V6VZ61P5V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OPH941V1CAC5.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OQ2EYROAXKE2.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OQHDKX4EGM8V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OQQSUMXF6HAI.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OULSYD9NCGCG.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OWJFDH9LUW6U.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OXJ7UUUAEY26.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OZ65VQJ76J5E.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\OZJBE0HPZ6VH.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\P0G8S2BTRWAO.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\P20U5F5R3WS6.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\P2THLJGQ6DA1.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\P5O64OLMA8HC.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\P7XVH05HRSVA.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PAC05WYVGMFH.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PBA79SLZNGJL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PC5C2B2XHH3T.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PE1DTB32UN5V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PHAPO9JZ6JZL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PHEJVGIH7YFF.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PHT0X7N89I69.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PM1QL4FHCOJ9.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PPFGOC6QOJSA.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PQTGPHOME4VW.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\PQZCLFODLVTV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\Q0EG9H23H5H7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\Q2HY00OGK2L3.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\Q3K4RV6IBTBN.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\Q4Y9XNEWXULV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\Q5LQUGRLMCD8.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QA0Y6VF3F8I8.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QBA67VMRPU3X.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QCAIYVOY3CZQ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QH5GR99J7LGP.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QHBTT9PC8KVP.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QJSKIZC50TKN.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QK20YE52XS16.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QMBNUZT1JV6V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QN28M9WKCX80.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QNXESFEV9QYG.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QSZAD4XANDO9.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\QW296TAAFYCR.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\R1V1QP1DWYPX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\R7IULQGKFPAX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\R7JXVJEZP294.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\R8B4TR2TUU5V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RDHJN7TW71IL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RGIWIQHYAGBS.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RGVGDQIKCPK7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RI3IX8O6A8PL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RJSJ37JH8AEP.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RJSYVH14TO6G.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RKBJP0V8RGIL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RNM532HZCGVI.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RO65IWF0EWNX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RRFDX7N830OQ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RS3YI17ZZ3BO.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RWI2CCAS2YGM.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\RXZAJDSPCK9E.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S0ZMELIQ3CM4.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S1F1YKN6TGXY.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S314R4GE5WUB.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S4CZFKSXI8U7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S8MFQOJW2BX0.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\S9DM2XQOVIRA.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\SA50T1VLQES3.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\SIWFDDIF1F2I.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\SN30Y0KENQB0.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\SQ1YZM5Q4MF7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\SZZYWPURC73Z.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\T04OF6B1JSOV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\T3VZKII7GPTF.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TACDP9YA3QKB.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TB21KPACV2A2.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TDKVQSZ9LF1K.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TDO3ZWINH667.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TE6MAUAZVDGU.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TE7MXU5OBVVE.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TFHGNT30GW4G.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TGN1MER4DMW2.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TJF46W70VQAB.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TPUMY8OMU0HV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TV8E7PIY5AA3.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TVDLSQU78LMS.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\TXCOXHRB01MI.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U0MRU1Y1ZJ7S.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U11OG2FNZAX2.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U1ZEQ3PC66PM.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U7KXNWVALCBP.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U81F7I2EXIZG.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U8WIKIAN9855.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U9DPDIV1EBYS.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\U9HS3I6QJ8SZ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UAA16491U9YF.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UAE3TY4M0Z62.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UD7H9OU938JN.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UDYJKTYWN6KH.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UF59X1CWPAC6.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UJRYGD41I0GC.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\ULLSO2JA70RH.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\USLKLWO5TUI9.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\UZ5XTWGRNPD9.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V0GRENSGAF7X.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V3D021NHUL17.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V3T84FKXDQAK.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V40HAXYLRHON.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V5GDJ6OBZPTL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V93PHUPE5PY5.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\V9RUYU5QMFMZ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VAAF2VM0QH9O.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VFVY8LE4Q43C.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VJQMU6JI4HM4.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VJQY7I1MPK4N.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VPYB6YO8PWCW.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VS3S46UZWDM6.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VTFCRJK6J5CW.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VXBUOZ7FJGUX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VXY6D8PFAJMV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VYJMKZ366USW.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\VYMC7XFI46HY.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\W19KE9WL492Z.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\W35669AJM5UJ.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\W7V3V2LQR9KT.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WGQYNXZD26TD.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WGRBLZDABICX.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WK37V9JCUPH3.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WL8SDK3M54JA.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WLIE7L111296.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WLW5P1YEAJQC.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WO2OELC1PZBF.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WOMLBL32J55O.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WP21OX3994XS.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WTFTJ27Q2ETU.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WTGW2GNY9KU6.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WTHDLRGKX6ON.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WXCF6H3CNCTT.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WYEUGT941S95.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\WZDFI6WXSULC.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X4QL1IPA2HHY.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X7MN3GFGLBQV.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X8A9PLVKPJ8I.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X8IOVBLIUUG7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X8Y19V45GSQO.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X9BKVYGPF19C.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\X9RDRG6GKH6D.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XA1EHT2JOEU7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XD86NZL608BN.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XEEH4IKKGN97.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XEJC5S3ASMII.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XF7ZNI4A5DWG.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XFB7JXDC5T4J.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XFBYURS1G908.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XJRXC8O360K5.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XPXLIEQUZ7HP.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XR63AHRQRHSU.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XRATD4ULJXQL.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XTV2DTERV1B6.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XVXUEZNFO76V.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XWW2TW3SRLK7.jpg,fish sea_food red_sea_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food red_sea_bream\XX0YN1Q6D9DM.jpg,fish sea_food red_sea_bream,256,256,JPEG
